,sentence,sentiment,topic,sentence_dropped
5982,có nhiều kiến thức bổ ích cho sinh viên và rất tận tâm .,2,0,nhiều kiến_thức bổ_ích sinh_viên tận_tâm
5983,tập trung vào giải thích vài kiến thức cơ bản .,0,0,giải_thích kiến_thức cơ_bản
5984,thầy rất tốt với học sinh .,2,0,thầy học_sinh
5985,tăng cường chất lượng wifi cho các phòng lab .,0,2,tăng_cường chất_lượng wifi phòng lab
5986,"em đã đi làm , em không phủ nhận những kiến kiến nền tảng trên trường đại học nhưng thực sự tụi em phải trải qua quá trình đào tạo rèn luyện lại để phù hợp với môi trường doanh nghiệp .",0,1,đi NOT  kiến kiến nền_tảng trường đại_học tụi trải đào_tạo rèn_luyện môi_trường doanh_nghiệp
5987,"nên có những giáo trình hướng dẫn giải bài tập nhiều hơn vì trong trường dường như chỉ có 1 , 2 loại giáo trình bao gồm cả lý thuyết và bài tập chứ không có giáo trình hướng dẫn giải bài tập .",0,1,giáo_trình hướng_dẫn_giải bài_tập nhiều trường dường_như một_hai giáo_trình bao_gồm lý_thuyết bài_tập NOT giáo_trình hướng_dẫn_giải bài_tập
5988,nên đơn giản hóa với các phần không quan trọng .,0,1,đơn_giản_hóa NOT
5989,đưa slide bài giảng còn thiếu nội dung .,0,0,slide giảng NOT nội_dung
5990,giảng viên có việc bận cho nghỉ nhiều .,0,0,giảng_viên bận nghỉ nhiều
5991,nên hơi choáng do tự học quá nhiều .,0,3,hơi  học quá nhiều
5992,"môn nhập môn quản trị doanh nghiệp thầy wzjwz111 dạy thường xuyên nghỉ học , lại không có thông báo trước .",0,0,môn nhập_môn quản_trị doanh_nghiệp thầy dạy thường_xuyên nghỉ học NOT thông_báo
5993,nói hơi nhanh .,0,0,nói hơi nhanh
5994,giải bài tập về nhà .,1,0,giải bài_tập
5995,bài tập cô đảm bảo đủ và bám theo nội dung lý thuyết !,2,1,bài_tập cô bám nội_dung lý_thuyết
5996,giảng dạy hết mình .,2,0,giảng_dạy hết_mình
5997,"sự tận tâm , nhiệt tình , đảm bảo thời gian và kiến thức cho sinh viên .",2,0,tận_tâm nhiệt_tình kiến_thức sinh_viên
5998,"thầy dạy hay , cho bài tập rất nhiều .",2,0,thầy dạy hay bài_tập nhiều
5999,giảng dạy chi tiết .,2,0,giảng_dạy chi_tiết
6000,dạy rất có tâm .,2,0,dạy tâm
6001,cần cung cấp tài liệu đầy đủ và chính xác hơn .,0,1,cần cung_cấp tài_liệu đầy_đủ chính_xác
6002,"thầy còn giảng bài hơi nhỏ , sinh viên tụi em lắng nghe không rõ .",0,0,thầy giảng hơi nhỏ sinh_viên tụi lắng_nghe NOT
6003,biết ứng dụng kiến thức đã học vào thực tiễn tạo hứng thú cho sinh viên .,2,0,biết ứng_dụng kiến_thức học thực_tiễn hứng_thú sinh_viên
6004,"giảng viên khá nhiệt tình và tận tâm , bài giảng dễ hiểu .",2,0,giảng_viên nhiệt_tình tận_tâm giảng hiểu
6005,"thầy nói có phần khó hiểu , ít làm bài tập .",0,0,thầy nói khó hiểu bài_tập
6006,hấp dẫn .,2,3,hấp_dẫn
6007,"tận tình , kiến thức dễ hiểu .",2,0,tận_tình kiến_thức hiểu
6008,thầy cho chép nhiều quá .,0,0,thầy chép nhiều quá
6009,không có tâm dạy .,0,0,NOT tâm dạy
6010,"thầy truyền đạt tốt , giảng bài dễ hiểu .",2,0,thầy truyền_đạt giảng hiểu
6011,đến hôm tiếp theo thì thầy lại nạp cho bọn em nhiều kiến thức mới dẫn đến khó hiểu hơn .,0,0,hôm thầy nạp bọn nhiều kiến_thức khó hiểu
6012,"có thể cho nhiều bài kiểm tra mỗi phần để biết được tình trạng học tập , hiểu bài của sinh viên .",0,1,nhiều kiểm_tra biết học_tập hiểu sinh_viên
6013,hài lòng tất cả .,2,3,hài_lòng
6014,tăng thêm giờ học ngoại khoá .,0,1,giờ học ngoại_khoá
6015,"giảng dạy hầu như không hướng dẫn tận tình , cho bài tập khá bất hợp lý .",0,0,giảng_dạy hầu_như NOT hướng_dẫn tận_tình bài_tập bất hợp_lý
6016,cần tăng thêm nhiều tiết thực hành .,0,1,cần nhiều tiết thực_hành
6017,nhưng trên hết tụi em vẫn biết đó là ý tốt của thầy .,2,0,tụi biết thầy
6018,mong các thầy cô hãy đưa bài này đến thầy wzjwz54 !,0,0,mong thầy cô thầy
6019,em nghĩ có nhiều hoạt động giao tiếp bắng tiếng anh thì sẽ hay hơn rất nhiều .,0,1,nhiều hoạt_động giao_tiếp  tiếng hay nhiều
6020,"dạy dễ hiểu , kể chuyện vui .",2,0,dạy hiểu chuyện vui
6021,cách đánh giá bài tập lớn cuối kỳ cũng không được khách quan .,0,0,bài_tập kỳ NOT khách_quan
6022,thầy còn cho ít bài tập .,0,0,thầy bài_tập
6023,giảng viên sửa ít bài tập .,0,0,giảng_viên sửa bài_tập
6024,thầy rất nhiệt tình và giải đáp tất cả thắc mắc của sinh viên .,2,0,thầy nhiệt_tình giải_đáp thắc_mắc sinh_viên
6025,thầy rất nhiệt tình giảng dạy và tạo môi trường hỗ trợ sinh viên học tập tốt nhất có thể .,2,0,thầy nhiệt_tình giảng_dạy môi_trường sinh_viên học_tập
6026,"bài tập tại lớp còn hơi ít , hướng dẫn hơi nhanh !",0,1,bài_tập lớp hơi hướng_dẫn hơi nhanh
6027,nên cung cấp thêm tài liệu và bài tập cho sinh viên .,0,1,cung_cấp tài_liệu bài_tập sinh_viên
6028,nội dung còn khá khó để tiếp thu .,0,1,nội_dung khó tiếp_thu
6029,"mong cô thay đổi cách dạy cho hiệu quả hơn , để sinh viên yêu thương cô nhiều hơn .",0,0,mong cô dạy hiệu_quả sinh_viên yêu_thương cô nhiều
6030,giáo viên tuyệt vời .,2,0,giáo_viên tuyệt_vời
6031,english is good .,2,3, is g d
6032,"nhiệt tình , khả năng truyền đạt tốt .",2,0,nhiệt_tình khả_năng truyền_đạt
6033,cách dạy môn này của giảng viên vô tình càng làm phân loại sinh viên ( giỏi càng giỏi hơn còn yếu rồi thì có muốn học cũng khó mà học được nên càng ngày càng yếu ) .,0,0,dạy môn giảng_viên  phân_loại sinh_viên giỏi giỏi yếu học khó học yếu
6034,cô dạy rất vui !,2,0,cô dạy vui
6035,không thể nào đầu tư vô mỗi một môn java này .,0,1,không_thể_nào đầu_tư vô môn java
6036,"buổi góp ý đánh giá trước khi hoàn chỉnh đồ án thầy xem sơ sài , không chỉ ra chỗ sai lớn nhất đến bài chính thức thì thầy chấm kỹ .",0,0,góp_ý hoàn_chỉnh đồ_án thầy sơ_sài NOT chỗ sai chính_thức thầy chấm kỹ
6037,"hầu hết các bài đều rất khó hiểu vì cô đã lượt bỏ mất phần giải cho các bài ví dụ trên slide , nên rất khó theo dõi và nắm bắt .",0,0,khó hiểu cô lượt bỏ NOT giải ví_dụ slide khó theo_dõi nắm_bắt
6038,luôn nhiệt tình và tận tâm .,2,0,nhiệt_tình tận_tâm
6039,"cô không thể cả năm không gặp mặt sinh viên , lúc đầu em còn nghĩ tiết thực hành này được miễn nghỉ rồi 3 tuần cuối , mỗi tuần 1 đồ án giao cho sinh viên .",0,0,cô NOT gặp_mặt sinh_viên đầu tiết thực_hành  nghỉ ba tuần tuần một đồ_án giao sinh_viên
6040,"thầy hay dạy quá giờ , 3h15 kết thúc nhưng hơn 3h30 mới cho về .",0,0,thầy hay dạy quá giờ  kết_thúc 3h30
6041,giáo viên nên có code mẫu cho sinh viên .,0,0,giáo_viên code mẫu sinh_viên
6042,thời khóa biểu linh hoạt phù hợp cho sinh viên đang đi thực tập .,2,1,thời khóa biểu linh_hoạt sinh_viên đi thực_tập
6043,thầy dạy khá kỹ .,2,0,thầy dạy kỹ
6044,hay lên lớp muộn .,0,0,hay lên_lớp muộn
6045,hình thức điểm danh .,0,3,hình_thức điểm_danh
6046,thầy dạy rất nhiệt tình và luôn tạo được cảm hứng và sự yêu thích cho sinh viên đối với môn học cũng như cách học .,2,0,thầy dạy nhiệt_tình cảm_hứng yêu sinh_viên môn_học học
6047,"tận tình , gần gũi .",2,0,tận_tình gần_gũi
6048,"thầy dạy hơi nhanh , đa số sinh viên không theo kịp .",0,0,thầy dạy hơi nhanh đa_số sinh_viên NOT kịp
6049,"chấm điểm thiếu công bằng , thực hành tại máy trường mà chấm bài cài đặt phần mềm trên laptop .",0,0,chấm NOT công_bằng thực_hành máy trường chấm cài_đặt phần_mềm laptop
6050,"tôi và các bạn khác cùng bước vào , khi đó thầy yêu cầu đồng loạt mở hết code lên chạy demo để thầy chấm , và không may thay thầy đã tìm ra 2 bạn có source code y chang nhau , thầy bắt đầu tra hỏi lý thuyết về đề tài 'xxx' đối với 2 bạn đó .",1,0,thầy đồng_loạt code chạy demo thầy chấm NOT may thay thầy hai source code y chang thầy  lý_thuyết đề_tài x hai
6051,"thầy dạy hay , rất tốt , tận tâm .",2,0,thầy dạy hay tận_tâm
6052,"giảng viên nhiệt tình , truyền đạt dễ hiểu .",2,0,giảng_viên nhiệt_tình truyền_đạt hiểu
6053,những thông tin mới nhất liên quan đến ngành luôn đến với chúng em qua những tiết giảng dạy của thầy .,2,0,thông_tin ngành tiết giảng_dạy thầy
6054,"giảng viên dạy hay , mang tính thực tế .",2,0,giảng_viên dạy hay
6055,giáo viên hướng dẫn kỹ càng .,2,0,giáo_viên hướng_dẫn kỹ_càng
6056,"dễ tiếp thu , thân thiện , nhiệt tình .",2,0,tiếp_thu thân_thiện nhiệt_tình
6057,giảm bớt thời gian phần speaking bắt kịp tốc độ giảng dạy .,0,1,NOT speaking bắt kịp tốc_độ giảng_dạy
6058,quá trình giảng dạy còn hơi nhanh .,0,0,giảng_dạy hơi nhanh
6059,giảng bài hơi nhanh .,0,0,giảng hơi nhanh
6060,thường xuyên nghỉ mà không báo trước để sinh viên biết .,0,0,thường_xuyên nghỉ NOT báo sinh_viên biết
6061,môn học cung cấp nhiều kiến thức bổ ích .,2,1,môn_học cung_cấp nhiều kiến_thức bổ_ích
6062,"bài tập ngập mặt , deadline vào giờ khó đỡ .",0,1,bài_tập  mặt deadline giờ khó đỡ
6063,"tạo ra được những trò chơi và cách tiếp cận môn học mới mẻ , hiệu quả , giảng viên nhiệt tình , tận tâm với người học .",2,0,trò_chơi tiếp_cận môn_học mới_mẻ hiệu_quả giảng_viên nhiệt_tình tận_tâm học
6064,"cảm ơn thầy , thầy rất tuyệt vời , mong thầy tiếp tục giữ lửa cho khóa sau .",2,0,cảm_ơn thầy thầy tuyệt_vời mong thầy lửa khóa
6065,"giảng dạy kỹ kiến thức cơ bản , cho ví dụ và bài tập từ dễ đến khó , hướng dẫn sinh viên giải bài tập .",2,0,giảng_dạy kỹ kiến_thức cơ_bản ví_dụ bài_tập khó hướng_dẫn sinh_viên giải bài_tập
6066,thầy cho làm nhiều bài tập để hiểu rõ hơn .,2,0,thầy nhiều bài_tập hiểu
6067,hay trả lời thắc mắc của sinh viên .,2,0,hay trả_lời thắc_mắc sinh_viên
6068,các hoạt động giảng dạy trên lớp của cô khá phong phú và hay .,2,0,hoạt_động giảng_dạy lớp cô phong_phú hay
6069,giảng viên wzjwz229 không dạy mà chỉ có thầy wzjwz230 thôi nên không biết nhận xét .,0,0,giảng_viên NOT dạy thầy NOT biết nhận_xét
6070,"cô dạy quá nhanh , sinh viên chưa kịp hiểu cho ví dụ ít , bài tập ít , làm bài tập lướt nhanh khi sinh viên chưa hiểu kịp cô phát âm không chuẩn .",0,0,cô dạy quá nhanh sinh_viên NOT kịp hiểu ví_dụ bài_tập bài_tập lướt nhanh sinh_viên NOT hiểu kịp cô phát_âm NOT chuẩn
6071,hoạt động giảng dạy của giáo viên đưa ra quá cao so với trình độ học của lớp .,0,0,hoạt_động giảng_dạy giáo_viên quá trình_độ học lớp
6072,cô dạy quá tuyệt vời không còn điều gi để nói .,2,0,cô dạy quá tuyệt_vời NOT  nói
6073,thầy cho nhiều ví dụ gần với thực tế hơn .,2,0,thầy nhiều ví_dụ
6074,bài giảng khô khan .,0,1,giảng khô_khan
6075,thầy rất tận tình với sinh viên .,2,0,thầy tận_tình sinh_viên
6076,đôi khi bị lố giờ giảng .,0,1,đôi_khi lố giờ giảng
6077,"dễ hiểu , trình bày bài tập rõ ràng .",2,0,hiểu trình_bày bài_tập rõ_ràng
6078,thầy rất nhiệt tình và tận tâm với sinh viên .,2,0,thầy nhiệt_tình tận_tâm sinh_viên
6079,phải trả lời những câu hỏi của sinh viên một cách nhanh nhất .,0,0,trả_lời câu sinh_viên nhanh
6080,"thầy dạy rất hay , em cám ơn thầy .",2,0,thầy dạy hay cám_ơn thầy
6081,"giáo viên vui tính , tốt bụng .",2,0,giáo_viên vui_tính tốt_bụng
6082,"giảng viên không quan tâm cách thực hiện , chỉ quan tâm tới kết quả làm được , không biết kết quả đó thực hiện thế nào .",0,0,giảng_viên NOT quan_tâm quan_tâm kết_quả NOT biết kết_quả
6083,"thầy rất tâm huyết trong việc truyền đạt kinh nghiệm , luôn nhắc nhở sinh viên ý thức về việc học của mình .",2,0,thầy tâm_huyết truyền_đạt kinh_nghiệm nhắc_nhở sinh_viên ý_thức học
6084,thầy rất nhiệt tình với sinh viên !,2,0,thầy nhiệt_tình sinh_viên
6085,cách giảng của cô hơi buồn ngủ .,0,0,giảng cô hơi buồn_ngủ
6086,đôi lúc giảng viên nói nhỏ nên em không nghe được .,0,0,đôi giảng_viên NOT
6087,bài giảng hơi nhanh .,2,1,giảng hơi nhanh
6088,"môn này chẳng khác gì mấy môn học xàm xàm học cho qua , chẳng thu được kiến thức gì .",0,1,môn NOT mấy môn_học xàm xàm học cho_qua NOT thu kiến_thức
6089,ít hoạt náo dễ gây buồn ngủ .,0,0, buồn_ngủ
6090,"trang thiết bị cần được hỗ trợ tốt hơn , chất lượng máy chiếu không được như ý , khá mờ làm chất lượng thuyết trình và việc giảng dạy không được tốt .",0,2,trang thiết_bị cần chất_lượng máy_chiếu NOT mờ chất_lượng thuyết_trình giảng_dạy NOT
6091,giữa sinh viên và giảng viên chưa có sự trao đổi gắn kết .,0,0,sinh_viên giảng_viên NOT trao_đổi 
6092,sử dụng khá nhiều thời gian trên lớp để nói về những điều khá căn bản .,0,0,nhiều lớp nói căn_bản
6093,"tận tâm , vui vẻ hòa đồng .",2,0,tận_tâm vui_vẻ hòa đồng
6094,hay gợi những thực tế vào bài học .,2,0,hay  bài_học
6095,môn học trang bị kiến thức tổng quát về các ngành học .,2,1,môn_học trang_bị kiến_thức tổng_quát ngành học
6096,"đi trễ , dạy chậm .",0,0,đi trễ dạy chậm
6097,nhiều tiết tự học do sinh viên tự thuyết trình .,1,0,nhiều tiết học sinh_viên thuyết_trình
6098,chịu khó giảng lại nhiều lần .,2,0,chịu_khó giảng nhiều
6099,thay đổi hệ thống âm thanh phòng học .,0,2,hệ_thống âm_thanh phòng học
6100,"tận tâm , nhiệt tình .",2,0,tận_tâm nhiệt_tình
6101,"phòng học thực hành quá bé , bụi và bẩn , hệ thống máy tính không sử dụng được .",0,2,phòng học thực_hành quá bé bụi bẩn hệ_thống máy_tính NOT
6102,lớp học khá chật so với số lượng sinh viên .,0,2,lớp_học chật số_lượng sinh_viên
6103,khả năng truyền đạt chưa thực sự xuất sắc .,1,0,khả_năng truyền_đạt NOT xuất_sắc
6104,"giảng viên giảng dạy nhiệt tình , đóng góp ý kiến thẳng thắng , không tạo áp lực , chấm điểm chuẩn xác .",2,0,giảng_viên giảng_dạy nhiệt_tình  thẳng thắng NOT áp_lực chấm 
6105,"thầy dạy tận tâm , nhiệt tình , vui tính .",2,0,thầy dạy tận_tâm nhiệt_tình vui_tính
6106,"thầy giảng rất nhiệt tình , dễ hiểu , nội dung slide bài giảng chi tiết , dễ hiểu .",2,0,thầy giảng nhiệt_tình hiểu nội_dung slide giảng chi_tiết hiểu
6107,em có góp ý nhỏ là trong giờ dạy lý thuyết thì những chỗ trọng tâm và thiết thực của môn học thì thầy nên nhấn mạnh và giảng giải nhiều hơn để chúng em chú ý hơn những chỗ đó ạ .,0,0,góp_ý nhỏ giờ dạy lý_thuyết chỗ trọng_tâm thiết_thực môn_học thầy nhấn_mạnh giảng_giải nhiều chú_ý chỗ
6108,nghiêm túc .,1,0,nghiêm_túc
6109,"giảng hay , ra bài tập hay .",2,0,giảng hay bài_tập hay
6110,quan tâm nhiều đến sinh viên .,2,0,quan_tâm nhiều sinh_viên
6111,"điều em không hài lòng nhất là cô cho nghỉ quá nhiều , đến gần cuối kỳ cô mới dạy và học bù để chạy bài .",0,0,NOT hài_lòng cô nghỉ quá nhiều kỳ cô dạy học bù chạy
6112,giảng viên hài hước .,2,0,giảng_viên hài_hước
6113,"nội dung ôn tập thi giữa kỳ và cuối kỳ nên đa dạng hơn , có thêm các câu hỏi lý thuyết suy luận thay vì chỉ là 10% bài tập có thể khiến nhiều sinh viên không hiểu rõ nội dung môn học mà chỉ biết làm bài tập .",0,1,nội_dung ôn_tập thi kỳ kỳ đa_dạng câu lý_thuyết suy_luận thay_vì mười bài_tập nhiều sinh_viên NOT hiểu nội_dung môn_học biết bài_tập
6114,mỗi buổi thực hành giảng viên chỉ đưa sinh viên một file bài tập rồi bắt sinh viên làm nhưng không có hướng dẫn và đưa ra yêu cầu cụ thể .,0,1,thực_hành giảng_viên sinh_viên một file bài_tập bắt sinh_viên NOT hướng_dẫn
6115,giảng viên hướng dẫn tận tình chu đáo .,2,0,giảng_viên hướng_dẫn tận_tình chu_đáo
6116,nên tổ chức thi hình thức trăc nghiệm .,0,1,tổ_chức thi hình_thức  nghiệm
6117,cách giảng dạy không tạo được hứng thú cho sinh viên khi học .,0,0,giảng_dạy NOT hứng_thú sinh_viên học
6118,cần ra các bài thực hành sát với thực tế môn học hơn .,0,1,cần thực_hành sát môn_học
6119,"tận tình , quan tâm đến sinh viên .",2,0,tận_tình quan_tâm sinh_viên
6120,slide của thầy đưa cho sinh viên có nhiều chỗ sai .,0,1,slide thầy sinh_viên nhiều chỗ sai
6121,"giảng viên nên thường xuyên lên lớp , và không để trường hợp thay thế giảng viên khác .",0,0,giảng_viên thường_xuyên lên_lớp NOT trường_hợp thay_thế giảng_viên
6122,thầy dạy hay nắm được kiến thức .,2,0,thầy dạy hay nắm kiến_thức
6123,"cô nhiệt tình , thoải mái , giải đáp thắc mắc của sinh viên khá nhanh .",2,0,cô nhiệt_tình thoải_mái giải_đáp thắc_mắc sinh_viên nhanh
6124,tăng thời gian thực hành .,0,1,thực_hành
6125,"cô chỉ cho bài tập về nhà kêu làm và nộp , không giải thích gì thêm .",0,0,cô bài_tập kêu nộp NOT giải_thích
6126,đôi khi hơi nhàm chán .,0,0,đôi_khi hơi nhàm_chán
6127,"lớp có 3 thầy nhưng không biết thầy wzjwz282 , 3 thầy đó là doubledot wzjwz283 , wzjwz284 , wzjwz285 .",1,0,lớp ba thầy NOT biết thầy ba thầy doubledot
6128,"đa phần là tự học là chính , có thể là do chương trình đại học quốc gia .",0,1,đa_phần học chương_trình đại_học quốc_gia
6129,cô dạy rất nhiệt tình và tâm huyết .,2,0,cô dạy nhiệt_tình tâm_huyết
6130,"thầy hay cho deadline hằng tuần , đảm bảo kiến thức cho sinh viên .",2,0,thầy hay deadline hằng tuần kiến_thức sinh_viên
6131,không nêu rõ ví dụ chi tiết cho các bài tập .,0,1,NOT nêu ví_dụ chi_tiết bài_tập
6132,"phòng học còn thiếu chất lượng , trời nóng nên bố trí thêm quạt cho dãy hai bên phòng .",0,2,phòng học NOT chất_lượng trời nóng bố_trí quạt dãy hai phòng
6133,em hiện chưa biết mặt thầy luôn ạ .,0,0,hiện NOT biết mặt thầy
6134,sinh viên có cảm giác thầy giảng như cho có .,0,0,sinh_viên cảm_giác thầy giảng
6135,hoàn thiện giáo trình thực hành .,1,1,hoàn_thiện giáo_trình thực_hành
6136,slide còn khó hiểu .,0,1,slide khó hiểu
6137,nắm bắt được những điều khái quát ban đầu về môn học của mình .,2,1,nắm_bắt khái_quát ban_đầu môn_học
6138,"rất nhiều vấn đề khó hiểu nhưng thầy không dạy một cách tường tận khiến sinh viên rơi vào "" hố đen "" .",0,0,nhiều khó hiểu thầy NOT dạy một tường_tận sinh_viên  
6139,giảng viên dạy rất tốt theo nhiều mặt .,2,0,giảng_viên dạy nhiều mặt
6140,"cô dạy hay , truyền đạt cũng tốt .",2,0,cô dạy hay truyền_đạt
6141,"giảng viên dạy hay , hướng dẫn rõ ràng .",2,0,giảng_viên dạy hay hướng_dẫn rõ_ràng
6142,"giảng viên sử dụng giờ hợp lý , giảng dạy dễ hiểu .",2,0,giảng_viên giờ hợp_lý giảng_dạy hiểu
6143,"vì đôi khi một đề lâp trình nào đó có thể người này đã làm qua rồi , người khác thì chưa hề đọc qua kiến thức ấy trong khi thời gian làm bài chỉ có 60 phút .",0,3,đôi_khi một đề  trình NOT hề đọc kiến_thức sáu mươi phút
6144,"nên bỏ kiểm tra code trên giấy , thay vào đó code bằng máy tính sẽ dễ sửa lỗi và điều chỉnh hơn .",0,1,bỏ kiểm_tra code giấy thay code máy_tính sửa lỗi điều_chỉnh
6145,giáo viên rất tận tình trong quá trình giảng dạy .,2,0,giáo_viên tận_tình giảng_dạy
6146,giáo viên dạy nhiệt tình hiệu quả .,2,0,giáo_viên dạy nhiệt_tình hiệu_quả
6147,phòng lab còn chưa đáp ứng tốt .,0,2,phòng lab NOT đáp_ứng
6148,"giọng nói hơi khó nghe , ngoài ra không có gì không hài lòng .",0,0,giọng nói hơi khó NOT NOT hài_lòng
6149,sáng tạo .,2,3,sáng_tạo
6150,các bài tập thực hành áp dụng được kiến thức đã học trên lớp .,2,1,bài_tập thực_hành áp_dụng kiến_thức học lớp
6151,"giảng viên nhiệt tình , tài liệu đầy đủ , đảm bảo gờ lên lớp .",2,0,giảng_viên nhiệt_tình tài_liệu đầy_đủ  lên_lớp
6152,thầy dạy rất dễ hiểu và hài hước .,2,0,thầy dạy hiểu hài_hước
6153,cần mở câu lạc bộ anh văn .,0,1,cần câu lạc_bộ văn
6154,"không quy định rõ ràng quy định khi cho sinh viên làm đồ án , còn một tháng cuối mới gửi mail thông báo làm sinh viên thay đổi không kịp .",0,0,NOT quy_định rõ_ràng quy_định sinh_viên đồ_án một gửi mail thông_báo sinh_viên NOT kịp
6155,"giảng viên nhiệt tình , giảng dạy kỹ càng , chi tiết , bám sát chương trình .",2,0,giảng_viên nhiệt_tình giảng_dạy kỹ_càng chi_tiết bám sát chương_trình
6156,"cần có thêm giáo trình , tài liệu để sinh viên dễ tìm hiểu hơn .",0,1,cần giáo_trình tài_liệu sinh_viên
6157,thầy wzjwz171 tích cực cho và chủ động giải những ví dụ rất nhiều và dễ hiểu .,2,0,thầy tích_cực chủ_động giải ví_dụ nhiều hiểu
6158,đôi lúc cô dạy hơi khó hiểu .,0,0,đôi cô dạy hơi khó hiểu
6159,"dạy đầy đủ chương trình , tích cực kiểm tra học sinh .",2,0,dạy đầy_đủ chương_trình tích_cực kiểm_tra học_sinh
6160,đôi khi quá nghiêm túc .,0,0,đôi_khi quá nghiêm_túc
6161,"giảng viên tận tình chỉ dạy , truyền đạt tốt .",2,0,giảng_viên tận_tình dạy truyền_đạt
6162,"nhưng số buổi gặp cô ít quá , mong phòng đào tạo sắp xếp số buổi được gặp nhiều hơn .",0,0,cô quá mong phòng đào_tạo sắp_xếp nhiều
6163,"tiết thực hành nên tập trung vào đồ án , những cái chưa làm được .",0,1,tiết thực_hành đồ_án NOT
6164,"thầy dạy rất nhiệt tình , nội dung dạy truyền đạt đầy đủ và chi tiết .",2,0,thầy dạy nhiệt_tình nội_dung dạy truyền_đạt đầy_đủ chi_tiết
6165,"em thích cách dạy của cô , kết hợp thuyết trình và cuối tiết đánh giá góp ý cho sinh viên , giúp phát triển kỹ năng nói cho sinh viên .",2,0,dạy cô kết_hợp thuyết_trình tiết góp_ý sinh_viên giúp phát_triển kỹ_năng nói sinh_viên
6166,phòng lab rất nhỏ và ít thiết bị nên chất lượng học tập môn học không đảm bảo .,0,2,phòng lab nhỏ thiết_bị chất_lượng học_tập môn_học NOT
6167,thầy đến lớp muộn 15 phút .,0,0,thầy lớp muộn mười lăm phút
6168,nên chuyển qua phòng học khác không có máy tính và nhỏ hơn .,0,2,phòng học NOT máy_tính nhỏ
6169,"thầy giáo vui tính , nhiệt huyết giảng dạy dễ hiểu .",2,0,thầy_giáo vui_tính nhiệt_huyết giảng_dạy hiểu
6170,tạo nhiều cơ hội cho sinh viên trau dồi kiến thức cũng như cải thiện điểm số .,2,1,nhiều sinh_viên trau_dồi kiến_thức cải_thiện
6171,"khi lớp có các bạn vắng quá nhiều , thầy gọi lớp trưởng để nhác nhở các bạn trong lớp đi học .",2,0,lớp vắng quá nhiều thầy gọi lớp trưởng   lớp đi học
6172,"kiến thức trải dài , không tập trung .",0,1,kiến_thức trải NOT
6173,để dành thời gian lên lớn đến giảng bài cho sinh viên hiểu và giải đáp thắc mắc cho sinh viên không phải em mà rất nhiều người khác cũng phàn nàn về cách dạy của thầy .,0,0, giảng sinh_viên hiểu giải_đáp thắc_mắc sinh_viên NOT nhiều phàn_nàn dạy thầy
6174,tâm huyết và nhiệt tình với sinh viên .,2,0,tâm_huyết nhiệt_tình sinh_viên
6175,"thầy dạy dễ hiểu , tận tình với sinh viên .",2,0,thầy dạy hiểu tận_tình sinh_viên
6176,"giảng viên tận tâm , nhiệt tình , bài giảng khá kỹ .",2,0,giảng_viên tận_tâm nhiệt_tình giảng kỹ
6177,giảng viên không sử dụng hiệu quả thời gian trên lớp mỗi buổi học .,0,0,giảng_viên NOT hiệu_quả lớp học
6178,đôi lúc không tiếp thu được .,0,0,đôi NOT tiếp_thu
6179,"thầy dạy rất nhiệt tình và thầy rất năng động , luôn giải đáp các khúc mắc của sinh viên và nhất là khúc mắc về đồ án .",2,0,thầy dạy nhiệt_tình thầy năng_động giải_đáp khúc_mắc sinh_viên khúc_mắc đồ_án
6180,"có một điều rất bất cập là tiến độ của thực hành đi trước lý thuyết rất nhiều , thực hành đã qua từ rất lâu trong quá trình thực hành thì việc tìm hiều thông tin , tiếp thu rất khó khăn , một thời gian sau , gần hết học kỳ thì lý thuyết mới dạy tới phần đó .",0,1,một bất_cập tiến_độ thực_hành đi lý_thuyết nhiều thực_hành thực_hành hiều thông_tin tiếp_thu khó_khăn một học_kỳ lý_thuyết dạy
6181,làm khó sinh viên .,0,3,làm_khó sinh_viên
6182,"thưa , thầy dạy rất dễ hiểu và luôn áp dụng bài học trên những dòng code thực tế và chạy trước lớp .",2,0,thưa thầy dạy hiểu áp_dụng bài_học dòng code chạy lớp
6183,"dạy nhiệt tình , dễ hiểu .",2,0,dạy nhiệt_tình hiểu
6184,trình độ chuyên môn đáng ngại .,0,0,trình_độ chuyên_môn ngại
6185,"ngoài các cuộc thi về game thì trường nên tổ chức những cuộc thi viết phần mềm hay sáng tạo ý tưởng phần mềm theo một hướng nào đó để học sinh vừa có thể học tập vừa có thể thi đua nhiều hơn , tạo sự năng động trong sinh viên .",0,1,thi game trường tổ_chức  phần_mềm hay sáng_tạo ý_tưởng phần_mềm một hướng học_sinh học_tập thi_đua nhiều năng_động sinh_viên
6186,truyền đạt dễ hiểu chi tiết .,2,0,truyền_đạt hiểu chi_tiết
6187,cần nghiêm khắc hơn trong quá trình học .,0,0,cần nghiêm_khắc học
6188,"cô rất nhiệt tình , dạy chi tiết , chuẩn bị bài hay nội dung trên courses cẩn thận .",2,0,cô nhiệt_tình dạy chi_tiết hay nội_dung courses cẩn_thận
6189,ví dụ minh họa chưa thật sự gây hứng thú trong học tập .,0,1,ví_dụ minh_họa NOT hứng_thú học_tập
